AGV,Action,TPID,SolveSeq,SolveResult
957,Reserve,2055,NotCross,true
957,Reserve,2312,00000814,true
957,Reserve,2569,00000815,true
959,Reserve,2663,00000816,true
963,Reserve,2613,00000817,true
963,Release,2597
965,Reserve,2902,00000818,true
966,Reserve,3428,00000819,true
967,Release,2047
968,Reserve,3091,00000820,true
968,Release,3075
951,Reserve,2597,00000821,true
951,Release,2585
952,Release,5466
953,Reserve,2882,NotCross,true
955,Reserve,4778,NotCross,true
956,Reserve,4009,NotCross,true
958,Reserve,2585,00000822,true
958,Reserve,2328,00000823,true
958,Reserve,2071,NotCross,true
958,Reserve,1867,NotCross,true
964,Reserve,3400,00000824,true
967,Release,1843
960,Reserve,5509,NotCross,true
963,Reserve,2356,00000825,true
963,Release,2601
968,Reserve,3095,00000826,true
968,Release,3079
951,Reserve,2601,00000827,true
953,Reserve,2878,NotCross,true
954,Reserve,2657,00000828,true
957,Reserve,2826,00000829,true
959,Reserve,2920,00000830,true
961,Reserve,3495,NotCross,true
961,Reserve,3496,00000831,true
961,Reserve,3499,00000832,true
962,Release,5270
964,Release,3478
966,Release,3434
968,Release,3083
951,Reserve,2344,00000833,true
951,Release,2589
953,Reserve,2874,NotCross,true
954,Reserve,2660,NotCross,true
954,Reserve,2917,NotCross,true
954,Release,2645
955,Reserve,4775,00000834,true
957,Reserve,3083,00000835,true
963,Reserve,2099,00000836,true
965,Reserve,2645,00000837,true
965,Reserve,2388,NotCross,true
965,Reserve,2385,NotCross,true
966,Release,3431
951,Reserve,2087,00000838,true
952,Release,5527
956,Reserve,4006,00000839,true
957,Reserve,3340,00000840,true
958,Release,3356
961,Reserve,3575,00000841,true
963,Reserve,1895,NotCross,true
966,Release,3428
968,Release,3087
953,Reserve,2870,NotCross,true
959,Reserve,3177,00000842,true
960,Reserve,5448,NotCross,true
964,Reserve,3396,00000843,true
951,Reserve,1883,NotCross,true
953,Reserve,2866,NotCross,true
958,Release,3099
959,Release,2143
963,Release,2605
964,Release,3410
965,Reserve,2382,NotCross,true
968,Reserve,3099,00000844,true
968,Reserve,3103,00000845,true
953,Reserve,2862,NotCross,true
954,Reserve,3174,NotCross,true
955,Reserve,4772,NotCross,true
956,Reserve,4004,NotCross,true
957,Reserve,3336,00000846,true
965,Release,3416
966,Reserve,3416,00000847,true
966,Reserve,3413,NotCross,true
968,Release,3091
951,Release,2593
955,Reserve,4771,NotCross,true
959,Reserve,3434,00000848,true
966,Reserve,3410,00000849,true
967,Reserve,1843,00000850,true
967,Reserve,2047,00000851,true
967,Reserve,2304,00000852,true
967,Reserve,2561,00000853,true
968,Reserve,3107,00000854,true
953,Reserve,2858,NotCross,true
956,Release,4012
958,Release,2842
960,Reserve,5387,NotCross,true
961,Reserve,3666,00000855,true
968,Reserve,3111,00000856,true
968,Release,3095
953,Reserve,2854,NotCross,true
954,Reserve,3431,00000857,true
957,Release,2312
958,Release,2585
959,Release,2146
964,Reserve,3392,00000858,true
965,Release,3159
968,Reserve,3115,00000859,true
968,Release,3099
953,Reserve,2850,NotCross,true
956,Release,4006
958,Release,2328
963,Release,2609
968,Reserve,3119,00000860,true
968,Release,3103
957,Reserve,3332,00000861,true
959,Reserve,3502,00000862,true
964,Release,3404
965,Release,2902
966,Reserve,3404,00000863,true
966,Release,3416
951,Release,2597
953,Reserve,2846,NotCross,true
956,Reserve,3982,NotCross,true
957,Release,2569
960,Reserve,5326,NotCross,true
961,Reserve,3757,00000864,true
967,Reserve,2565,00000865,true
968,Reserve,3123,00000866,true
968,Release,3107
953,Reserve,2842,00000867,true
953,Release,2858
959,Release,2149
962,Reserve,5256,NotCross,true
962,Reserve,5255,NotCross,true
962,Reserve,5252,00000868,true
964,Reserve,3388,00000869,true
964,Release,3400
965,Reserve,2376,NotCross,true
966,Reserve,3400,00000870,true
966,Release,3413
968,Reserve,3127,00000871,true
968,Release,3111
957,Release,2826
964,Reserve,3384,00000872,true
965,Release,2645
966,Release,3410
952,Reserve,5513,NotCross,true
952,Reserve,5512,NotCross,true
953,Reserve,2838,00000873,true
953,Release,2854
959,Reserve,3578,00000874,true
959,Release,2406
961,Release,3496
962,Reserve,5191,00000875,true
964,Reserve,3380,00000876,true
964,Release,3396
966,Reserve,3396,00000877,true
968,Reserve,3131,00000878,true
968,Release,3115
953,Reserve,2834,00000879,true
953,Release,2850
954,Release,2657
960,Reserve,5289,00000880,true
961,Reserve,3814,00000881,true
963,Release,2613
964,Reserve,3376,00000882,true
964,Release,3392
966,Reserve,3392,00000883,true
966,Release,3404
968,Reserve,3135,00000884,true
968,Release,3119
953,Reserve,2830,00000885,true
953,Release,2846
957,Reserve,3328,00000886,true
957,Release,3083
960,Release,5509
964,Reserve,3372,00000887,true
964,Release,3388
966,Reserve,3388,00000888,true
967,Reserve,2569,00000889,true
968,Reserve,3139,00000890,true
968,Release,3123
951,Release,2601
952,Reserve,5509,00000891,true
958,Reserve,1867,NotCross,true
958,Reserve,2071,NotCross,true
958,Reserve,2328,00000892,true
958,Reserve,2585,00000893,true
959,Release,2663
963,Release,2356
966,Release,3400
953,Reserve,2826,00000894,true
953,Release,2842
959,Reserve,3669,00000895,true
959,Release,2920
960,Release,5448
961,Release,3499
964,Reserve,3368,00000896,true
964,Release,3384
965,Reserve,2372,NotCross,true
966,Reserve,3384,00000897,true
966,Release,3396
967,Release,1843
968,Reserve,3143,00000898,true
968,Release,3127
951,Release,2344
952,Reserve,5448,00000899,true
953,Reserve,2822,00000900,true
953,Release,2838
954,Reserve,3499,00000901,true
954,Release,2660
955,Reserve,4761,NotCross,true
957,Release,3340
959,Release,3177
961,Reserve,3851,00000902,true
962,Reserve,5130,00000903,true
964,Reserve,3364,00000904,true
964,Release,3380
966,Reserve,3380,00000905,true
967,Release,2047
968,Reserve,3147,00000906,true
968,Release,3131
953,Reserve,2818,00000907,true
953,Release,2834
955,Release,4775
958,Reserve,2842,00000908,true
959,Reserve,3760,00000909,true
959,Reserve,3817,00000910,true
959,Release,3434
960,Release,5387
963,Release,2099
965,Release,2385
966,Release,3392
968,Release,3135
952,Reserve,5387,00000911,true
954,Release,2917
955,Reserve,4760,00000912,true
957,Reserve,3324,00000913,true
958,Reserve,3099,00000914,true
959,Reserve,3854,00000915,true
959,Release,3502
964,Reserve,3360,00000916,true
964,Release,3376
966,Reserve,3376,00000917,true
966,Release,3388
968,Reserve,3153,NotCross,true
951,Release,2087
953,Reserve,2814,00000918,true
953,Release,2830
961,Release,3575
964,Reserve,3356,00000919,true
964,Release,3372
966,Reserve,3372,00000920,true
967,Reserve,2573,00000921,true
967,Release,2304
968,Reserve,3156,00000922,true
953,Reserve,2810,00000923,true
953,Release,2826
954,Reserve,3575,00000924,true
955,Reserve,4757,00000925,true
959,Release,3578
961,Reserve,3939,00000926,true
964,Reserve,3352,00000927,true
964,Release,3368
965,Reserve,2368,NotCross,true
966,Reserve,3368,00000928,true
966,Release,3384
968,Reserve,3159,00000929,true
954,Release,3174
955,Reserve,4754,00000930,true
957,Release,3336
958,Reserve,3103,00000931,true
961,Release,3666
962,Reserve,5063,00000932,true
965,Reserve,2364,NotCross,true
966,Release,3380
953,Reserve,2806,00000933,true
953,Release,2822
954,Reserve,3666,00000934,true
955,Reserve,4752,NotCross,true
961,Reserve,3936,NotCross,true
964,Reserve,3348,00000935,true
964,Release,3364
965,Reserve,2360,NotCross,true
966,Reserve,3364,00000936,true
967,Release,2561
953,Reserve,2802,00000937,true
953,Release,2818
957,Reserve,3320,00000938,true
957,Release,3332
961,Reserve,3935,NotCross,true
964,Reserve,3344,00000939,true
964,Release,3360
965,Reserve,2356,NotCross,true
966,Reserve,3360,00000940,true
966,Release,3376
953,Reserve,2798,00000941,true
953,Release,2814
955,Release,4760
956,Reserve,4004,NotCross,true
956,Reserve,4006,00000942,true
957,Reserve,3316,00000943,true
959,Release,3669
963,Reserve,1895,NotCross,true
963,Reserve,2099,00000944,true
964,Reserve,3340,00000945,true
964,Release,3356
966,Reserve,3356,00000946,true
966,Release,3372
967,Reserve,2577,00000947,true
968,Reserve,3171,NotCross,true
953,Reserve,2541,NotCross,true
954,Release,3431
955,Release,4757
956,Reserve,4009,00000948,true
957,Reserve,3312,00000949,true
957,Release,3328
965,Reserve,2352,00000950,true
966,Release,3368
968,Reserve,3428,00000951,true
968,Release,3156
951,Reserve,1883,NotCross,true
951,Reserve,2087,00000952,true
951,Reserve,2344,00000953,true
951,Reserve,2601,00000954,true
955,Reserve,4739,NotCross,true
955,Release,4754
956,Reserve,4012,00000955,true
956,Reserve,4013,NotCross,true
957,Reserve,3308,00000956,true
957,Release,3324
958,Reserve,3107,00000957,true
961,Release,3757
962,Reserve,5020,00000958,true
964,Reserve,3336,00000959,true
964,Release,3352
965,Reserve,2348,NotCross,true
966,Reserve,3352,00000960,true
953,Release,2810
954,Reserve,3757,00000961,true
958,Release,2328
962,Release,5252
964,Reserve,3332,00000962,true
964,Release,3348
966,Reserve,3348,00000963,true
966,Release,3364
968,Release,3159
953,Reserve,2284,00000964,true
954,Release,3499
955,Reserve,4730,NotCross,true
957,Reserve,3304,00000965,true
957,Release,3320
959,Release,3760
960,Reserve,5252,00000966,true
966,Release,3360
951,Reserve,2858,00000967,true
956,Release,4006
957,Reserve,3300,00000968,true
957,Release,3316
958,Release,2585
964,Reserve,3328,00000969,true
964,Release,3344
965,Release,2356
966,Reserve,3344,00000970,true
967,Reserve,2581,00000971,true
967,Release,2569
956,Reserve,4023,NotCross,true
956,Reserve,4024,NotCross,true
956,Release,4009
957,Reserve,3043,NotCross,true
961,Release,3814
962,Reserve,4959,00000972,true
963,Reserve,2356,00000973,true
963,Reserve,2613,00000974,true
963,Reserve,2870,00000975,true
963,Reserve,3127,00000976,true
964,Reserve,3324,00000977,true
964,Release,3340
966,Reserve,3340,00000978,true
966,Release,3356
967,Reserve,2585,00000979,true
968,Reserve,3496,00000980,true
954,Reserve,3814,00000981,true
956,Reserve,4027,00000982,true
957,Release,3312
962,Release,5191
964,Reserve,3320,00000983,true
964,Release,3336
966,Reserve,3336,00000984,true
966,Release,3352
967,Reserve,2589,00000985,true
951,Reserve,2854,00000986,true
953,Reserve,2027,NotCross,true
953,Release,2806
954,Release,3575
956,Release,4012
958,Reserve,3111,00000987,true
958,Release,2842
960,Reserve,5191,00000988,true
966,Release,3348
967,Reserve,2593,00000989,true
953,Reserve,1823,NotCross,true
957,Reserve,2786,NotCross,true
960,Release,5326
962,Release,5130
963,Reserve,3384,00000990,true
964,Reserve,3316,00000991,true
964,Release,3332
966,Reserve,3332,00000992,true
952,Reserve,5326,00000993,true
952,Release,5509
956,Reserve,4094,00000994,true
960,Reserve,5130,00000995,true
961,Release,3851
962,Reserve,4898,00000996,true
964,Reserve,3312,00000997,true
964,Release,3328
966,Reserve,3328,00000998,true
966,Release,3344
967,Reserve,2597,00000999,true
967,Release,2581
968,Reserve,3572,NotCross,true
954,Reserve,3851,00001000,true
958,Release,3099
960,Release,5289
962,Reserve,4837,00001001,true
962,Release,5063
966,Release,3340
967,Release,2585
952,Reserve,5289,00001002,true
954,Release,3666
960,Reserve,5063,00001003,true
960,Release,5252
962,Reserve,4797,00001004,true
962,Reserve,4757,00001005,true
963,Reserve,3380,00001006,true
963,Release,2099
964,Release,3324
966,Reserve,3324,00001007,true
966,Reserve,3067,00001008,true
951,Reserve,2850,00001009,true
952,Reserve,5252,00001010,true
953,Release,2802
957,Reserve,2529,NotCross,true
957,Release,3308
958,Reserve,3115,00001011,true
962,Reserve,4693,00001012,true
962,Release,5020
964,Reserve,3308,00001013,true
967,Release,2589
951,Release,2087
952,Release,5448
956,Reserve,4161,00001014,true
960,Reserve,5020,00001015,true
960,Release,5191
961,Release,3939
962,Reserve,4628,00001016,true
962,Release,4959
964,Release,3320
966,Release,3336
968,Reserve,3663,NotCross,true
952,Reserve,5191,00001017,true
954,Reserve,3939,00001018,true
955,Reserve,4739,NotCross,true
957,Reserve,2272,00001019,true
960,Reserve,4959,00001020,true
960,Release,5130
962,Release,4898
963,Release,2356
966,Reserve,2810,00001021,true
951,Release,2344
954,Release,3757
958,Release,3103
960,Reserve,4898,00001022,true
962,Reserve,4521,00001023,true
962,Release,4837
964,Release,3316
965,Reserve,2344,00001024,true
965,Reserve,2340,00001025,true
968,Reserve,3662,NotCross,true
952,Release,5387
960,Reserve,4837,00001026,true
960,Release,5063
962,Reserve,4450,00001027,true
962,Release,4797
963,Reserve,3376,00001028,true
965,Release,2352
952,Reserve,5130,00001029,true
956,Reserve,4222,00001030,true
954,Release,3814
957,Reserve,2015,NotCross,true
957,Release,3304
958,Reserve,3119,00001031,true
958,Release,3107
960,Reserve,4797,00001032,true
962,Reserve,4368,00001033,true
962,Release,4757
963,Release,2613
964,Reserve,3304,00001034,true
951,Reserve,2846,00001035,true
951,Release,2601
952,Reserve,5063,00001036,true
952,Release,5326
953,Release,2798
957,Reserve,1811,NotCross,true
958,Reserve,3123,00001037,true
960,Reserve,4757,00001038,true
960,Release,5020
962,Reserve,4286,00001039,true
962,Release,4693
965,Reserve,2336,NotCross,true
966,Reserve,2553,NotCross,true
966,Release,3332
967,Reserve,2601,00001040,true
967,Reserve,2605,00001041,true
952,Reserve,5020,00001042,true
952,Release,5289
955,Reserve,4752,NotCross,true
955,Reserve,4754,00001043,true
960,Reserve,4693,00001044,true
960,Release,4959
962,Reserve,4204,00001045,true
962,Release,4628
963,Release,2870
967,Release,2593
952,Reserve,4959,00001046,true
952,Release,5252
958,Reserve,2866,00001047,true
958,Release,3111
960,Reserve,4628,00001048,true
960,Release,4898
962,Reserve,4143,00001049,true
962,Release,4521
964,Release,3312
965,Reserve,2332,NotCross,true
965,Reserve,2328,00001050,true
965,Release,2344
966,Reserve,2296,00001051,true
968,Release,3428
951,Release,2858
952,Reserve,4898,00001052,true
952,Release,5191
956,Reserve,4304,00001053,true
962,Reserve,4076,00001054,true
967,Reserve,2609,00001055,true
952,Release,5130
960,Release,4837
962,Reserve,4009,00001056,true
962,Release,4450
963,Reserve,3372,00001057,true
963,Release,3127
965,Reserve,2324,00001058,true
965,Release,2340
967,Release,2597
951,Reserve,2842,00001059,true
952,Reserve,4837,00001060,true
953,Release,2284
957,Release,3300
960,Reserve,4631,00001061,true
962,Reserve,3921,00001062,true
962,Release,4368
964,Reserve,3300,00001063,true
964,Reserve,3296,NotCross,true
965,Reserve,2320,NotCross,true
966,Reserve,2039,NotCross,true
966,Release,3328
967,Reserve,2613,00001064,true
967,Reserve,2617,00001065,true
967,Release,2601
952,Release,5063
956,Release,4027
954,Reserve,4027,00001066,true
960,Reserve,4632,NotCross,true
962,Reserve,3833,00001067,true
962,Release,4286
964,Release,3308
966,Reserve,1835,NotCross,true
956,Reserve,4386,00001068,true
958,Release,3115
961,Reserve,3935,NotCross,true
961,Reserve,3936,NotCross,true
962,Reserve,3796,00001069,true
962,Release,4204
963,Release,3384
965,Reserve,2316,NotCross,true
967,Reserve,2621,00001070,true
967,Release,2605
951,Release,2854
952,Release,5020
960,Release,4797
962,Release,4143
964,Reserve,3292,NotCross,true
964,Release,3304
965,Reserve,2312,00001071,true
965,Release,2328
967,Reserve,2625,00001072,true
967,Release,2609
952,Reserve,4797,00001073,true
958,Reserve,2609,00001074,true
958,Reserve,2352,00001075,true
958,Reserve,2095,00001076,true
962,Reserve,3739,00001077,true
962,Release,4076
963,Reserve,3368,00001078,true
964,Reserve,3288,NotCross,true
965,Reserve,2308,NotCross,true
965,Release,2324
967,Reserve,2629,00001079,true
967,Release,2613
951,Reserve,2838,00001080,true
951,Release,2850
956,Release,4094
954,Reserve,4094,00001081,true
962,Reserve,3648,00001082,true
962,Release,4009
964,Reserve,3284,NotCross,true
964,Release,3300
951,Reserve,2834,00001083,true
952,Release,4959
956,Reserve,4468,00001084,true
954,Release,3851
958,Reserve,1891,NotCross,true
959,Reserve,3851,00001085,true
959,Reserve,3848,NotCross,true
959,Reserve,3847,NotCross,true
962,Reserve,3557,00001086,true
962,Release,3921
964,Reserve,3280,NotCross,true
965,Reserve,2304,00001087,true
966,Release,3324
967,Reserve,2633,00001088,true
967,Release,2617
951,Reserve,2830,00001089,true
951,Release,2846
957,Release,2272
958,Release,3119
960,Release,4757
962,Reserve,3481,00001090,true
962,Release,3833
963,Reserve,3111,00001091,true
963,Release,3380
964,Reserve,3276,NotCross,true
965,Reserve,2300,NotCross,true
967,Release,2621
951,Reserve,2826,00001092,true
951,Release,2842
952,Reserve,4757,00001093,true
953,Reserve,1823,NotCross,true
953,Reserve,2027,NotCross,true
953,Reserve,2284,00001094,true
953,Reserve,2541,NotCross,true
956,Release,4161
954,Reserve,4161,00001095,true
962,Reserve,3413,00001096,true
962,Reserve,3156,00001097,true
962,Release,3796
965,Release,2312
966,Release,3067
967,Reserve,2639,00001098,true
952,Release,4898
956,Reserve,4465,NotCross,true
956,Reserve,4464,NotCross,true
954,Release,3939
961,Reserve,3939,00001099,true
962,Reserve,2899,00001100,true
962,Release,3739
963,Reserve,2854,00001101,true
964,Reserve,3272,NotCross,true
967,Reserve,2642,00001102,true
967,Release,2625
951,Reserve,2822,00001103,true
951,Release,2838
967,Reserve,2645,00001104,true
967,Release,2629
951,Reserve,2818,00001105,true
951,Release,2834
960,Release,4693
962,Release,3648
964,Reserve,3015,NotCross,true
966,Release,2810
967,Release,2633
952,Reserve,4693,00001106,true
956,Release,4222
954,Reserve,4222,00001107,true
962,Reserve,2896,NotCross,true
963,Reserve,2597,00001108,true
963,Release,3376
966,Release,2553
951,Reserve,2814,00001109,true
951,Release,2830
952,Release,4837
953,Reserve,2545,NotCross,true
954,Release,4027
958,Release,3123
961,Reserve,4027,00001110,true
962,Release,3557
964,Reserve,2758,NotCross,true
966,Release,2296
967,Release,2639
951,Reserve,2810,00001111,true
951,Release,2826
963,Reserve,2340,00001112,true
965,Reserve,2296,00001113,true
965,Reserve,2292,00001114,true
967,Reserve,2657,00001115,true
967,Release,2642
951,Reserve,2806,00001116,true
951,Release,2822
957,Reserve,1811,NotCross,true
957,Reserve,2015,NotCross,true
957,Reserve,2272,00001117,true
957,Reserve,2529,NotCross,true
958,Release,2866
960,Release,4628
965,Release,2304
967,Reserve,2660,00001118,true
951,Reserve,2549,00001119,true
952,Reserve,4628,00001120,true
952,Reserve,4521,00001121,true
956,Release,4304
954,Reserve,4304,00001122,true
964,Reserve,2501,NotCross,true
964,Release,3280
967,Reserve,2917,00001123,true
967,Release,2645
968,Reserve,3652,NotCross,true
968,Reserve,3651,00001124,true
968,Reserve,3648,00001125,true
952,Release,4797
954,Release,4094
961,Reserve,4094,00001126,true
962,Release,3481
963,Reserve,2083,00001127,true
963,Release,3372
965,Reserve,2288,NotCross,true
951,Release,2818
952,Release,4757
955,Reserve,4757,00001128,true
955,Reserve,4760,00001129,true
955,Reserve,4761,NotCross,true
957,Reserve,2786,NotCross,true
958,Release,2609
959,Release,3851
963,Reserve,1879,00001130,true
964,Reserve,2244,00001131,true
968,Reserve,3557,00001132,true
952,Reserve,4450,00001133,true
952,Reserve,4368,00001134,true
957,Reserve,3043,NotCross,true
958,Release,2352
960,Release,4631
965,Release,2296
967,Reserve,3174,00001135,true
952,Reserve,4286,00001136,true
952,Release,4693
956,Release,4386
954,Reserve,4386,00001137,true
957,Reserve,3300,00001138,true
958,Release,2095
962,Reserve,2890,00001139,true
952,Reserve,4204,00001140,true
952,Release,4628
954,Release,4161
961,Reserve,4161,00001141,true
962,Release,3413
964,Reserve,1987,NotCross,true
964,Release,3276
966,Reserve,1048,NotCross,true
966,Reserve,844,NotCross,true
966,Reserve,587,NotCross,true
966,Reserve,330,NotCross,true
952,Reserve,4143,00001142,true
952,Release,4521
955,Release,4754
961,Release,3939
964,Reserve,1783,NotCross,true
951,Release,2814
952,Reserve,4076,00001143,true
952,Release,4450
955,Reserve,4771,NotCross,true
955,Reserve,4772,NotCross,true
955,Release,4757
957,Reserve,3296,00001144,true
963,Release,3368
967,Reserve,3431,00001145,true
968,Reserve,3481,00001146,true
952,Reserve,4009,00001147,true
952,Release,4368
953,Release,2284
956,Release,4468
955,Reserve,4775,00001148,true
954,Reserve,4468,00001149,true
954,Reserve,4539,00001150,true
954,Release,4222
961,Reserve,4222,00001151,true
962,Release,3156
965,Reserve,2284,00001152,true
965,Reserve,2280,00001153,true
966,Reserve,73,NotCross,true
952,Reserve,3921,00001154,true
952,Release,4286
955,Release,4760
959,Reserve,3837,NotCross,true
959,Reserve,3836,00001155,true
959,Reserve,3833,00001156,true
962,Reserve,2886,00001157,true
963,Release,3111
965,Release,2292
966,Reserve,72,NotCross,true
966,Reserve,71,NotCross,true
951,Reserve,2292,00001158,true
951,Reserve,2035,NotCross,true
951,Reserve,1831,NotCross,true
954,Reserve,4646,00001159,true
954,Release,4304
957,Release,2272
961,Reserve,4304,00001160,true
961,Release,4027
966,Reserve,70,NotCross,true
952,Release,4204
954,Reserve,4711,00001161,true
954,Release,4386
955,Reserve,4815,00001162,true
959,Reserve,3830,00001163,true
960,Reserve,4642,NotCross,true
960,Reserve,4643,NotCross,true
961,Reserve,4386,00001164,true
962,Release,2899
965,Reserve,2276,NotCross,true
966,Reserve,69,NotCross,true
967,Reserve,3499,00001165,true
968,Reserve,3413,00001166,true
951,Release,2810
952,Release,4143
954,Release,4468
957,Reserve,3292,00001167,true
963,Release,2854
966,Reserve,68,NotCross,true
958,Reserve,1891,NotCross,true
958,Reserve,2095,NotCross,true
958,Reserve,2352,00001168,true
958,Reserve,2609,00001169,true
961,Release,4094
963,Release,2597
965,Reserve,2272,00001170,true
965,Reserve,2268,00001171,true
965,Release,2284
968,Reserve,3156,00001172,true
952,Release,4076
959,Reserve,3793,00001173,true
961,Reserve,4468,00001174,true
961,Release,4161
962,Reserve,2882,00001175,true
963,Release,2340
966,Reserve,67,NotCross,true
967,Release,2657
968,Release,3651
954,Release,4539
955,Reserve,4855,00001176,true
961,Reserve,4539,00001177,true
961,Release,4222
962,Release,2896
965,Reserve,2264,NotCross,true
965,Release,2280
966,Reserve,66,NotCross,true
967,Reserve,3575,00001178,true
965,Reserve,2260,NotCross,true
966,Reserve,65,NotCross,true
968,Reserve,2899,00001179,true
961,Release,4304
951,Release,2806
957,Reserve,3288,00001180,true
958,Reserve,2613,00001181,true
959,Reserve,3736,00001182,true
962,Reserve,2878,00001183,true
964,Release,2244
965,Reserve,2256,NotCross,true
965,Release,2272
966,Reserve,64,NotCross,true
967,Release,2660
968,Release,3648
955,Reserve,4916,00001184,true
962,Reserve,2874,00001185,true
962,Release,2890
965,Reserve,2252,NotCross,true
965,Release,2268
966,Reserve,63,NotCross,true
967,Reserve,3666,00001186,true
951,Release,2549
953,Reserve,2549,00001187,true
953,Reserve,2553,NotCross,true
956,Reserve,4454,NotCross,true
956,Reserve,4453,00001188,true
956,Reserve,4450,00001189,true
962,Reserve,2870,00001190,true
962,Release,2886
965,Reserve,2248,00001191,true
966,Reserve,62,NotCross,true
967,Release,2917
968,Reserve,2896,00001192,true
957,Release,3300
959,Release,3836
956,Reserve,4447,00001193,true
959,Reserve,3645,00001194,true
962,Reserve,2866,00001195,true
962,Release,2882
963,Reserve,1879,NotCross,true
963,Reserve,2083,NotCross,true
963,Reserve,2340,00001196,true
963,Reserve,2597,00001197,true
965,Reserve,2244,00001198,true
966,Reserve,61,NotCross,true
968,Release,3557
951,Release,2292
953,Reserve,2557,NotCross,true
955,Reserve,4977,00001199,true
957,Reserve,3284,00001200,true
958,Reserve,2617,00001201,true
962,Reserve,2862,00001202,true
962,Release,2878
965,Reserve,2240,NotCross,true
966,Reserve,60,NotCross,true
967,Reserve,3757,00001203,true
967,Release,3174
965,Reserve,2236,NotCross,true
966,Reserve,59,NotCross,true
967,Release,3431
956,Reserve,4365,00001204,true
959,Release,3833
962,Reserve,2858,00001205,true
962,Release,2874
963,Reserve,2854,00001206,true
965,Reserve,1979,NotCross,true
967,Reserve,3814,00001207,true
952,Reserve,3833,00001208,true
952,Reserve,3796,00001209,true
952,Reserve,3739,00001210,true
953,Release,2545
955,Release,4775
954,Reserve,4775,00001211,true
957,Release,3296
959,Reserve,3554,00001212,true
962,Release,2870
963,Reserve,3111,NotCross,true
964,Reserve,1783,NotCross,true
964,Reserve,1987,NotCross,true
966,Reserve,58,NotCross,true
967,Reserve,3851,00001213,true
967,Release,3499
968,Release,3481
955,Reserve,5038,00001214,true
963,Reserve,3368,00001215,true
965,Release,2248
966,Reserve,57,NotCross,true
967,Reserve,3939,00001216,true
967,Release,3575
953,Reserve,2561,00001217,true
957,Reserve,3280,NotCross,true
957,Release,3292
962,Release,2866
965,Reserve,1775,NotCross,true
966,Reserve,56,NotCross,true
967,Reserve,4027,00001218,true
967,Release,3666
968,Reserve,2890,00001219,true
952,Release,4009
953,Reserve,2565,00001220,true
953,Release,2549
956,Reserve,4283,NotCross,true
957,Reserve,3276,NotCross,true
958,Reserve,2621,00001221,true
958,Release,2352
959,Release,3830
967,Reserve,4094,00001222,true
967,Release,3757
952,Reserve,3648,00001223,true
952,Release,3921
953,Reserve,2569,00001224,true
953,Release,2553
955,Release,4815
954,Reserve,4815,00001225,true
959,Reserve,3478,00001226,true
961,Release,4386
963,Reserve,3364,00001227,true
966,Reserve,55,NotCross,true
967,Reserve,4161,00001228,true
967,Release,3814
968,Release,3413
951,Reserve,1831,NotCross,true
951,Reserve,2035,NotCross,true
951,Reserve,2292,00001229,true
951,Reserve,2549,00001230,true
952,Reserve,3557,00001231,true
952,Reserve,3481,00001232,true
952,Release,3833
953,Reserve,2573,00001233,true
953,Release,2557
954,Release,4646
957,Reserve,3019,NotCross,true
960,Reserve,4646,00001234,true
960,Reserve,4649,NotCross,true
960,Reserve,4714,NotCross,true
966,Reserve,54,NotCross,true
967,Reserve,4222,00001235,true
967,Release,3851
952,Reserve,3413,00001236,true
952,Release,3796
955,Reserve,5081,00001237,true
955,Release,4855
954,Reserve,4855,00001238,true
956,Release,4453
958,Release,2609
965,Release,2244
966,Reserve,53,NotCross,true
966,Reserve,52,NotCross,true
967,Reserve,4304,00001239,true
967,Release,3939
968,Release,3156
952,Reserve,3156,00001240,true
953,Reserve,2577,00001241,true
953,Release,2561
954,Release,4711
956,Reserve,4201,NotCross,true
957,Reserve,2762,NotCross,true
959,Release,3793
963,Release,2340
964,Reserve,2244,00001242,true
964,Reserve,2501,NotCross,true
964,Reserve,2505,00001243,true
966,Reserve,51,NotCross,true
966,Reserve,50,NotCross,true
966,Reserve,49,NotCross,true
967,Reserve,4386,00001244,true
967,Release,4027
968,Reserve,2886,00001245,true
952,Release,3739
953,Reserve,2581,00001246,true
953,Release,2565
955,Reserve,5148,00001247,true
955,Release,4916
954,Reserve,4916,00001248,true
959,Reserve,3410,00001249,true
958,Reserve,2625,00001250,true
967,Release,4094
952,Release,3648
955,Reserve,5209,00001251,true
955,Reserve,5270,00001252,true
955,Release,4977
954,Reserve,4977,00001253,true
954,Release,4775
959,Release,3736
963,Reserve,3360,00001254,true
968,Release,2899
951,Reserve,2553,00001255,true
952,Reserve,2899,00001256,true
952,Reserve,2642,00001257,true
953,Reserve,2585,00001258,true
953,Release,2569
955,Reserve,5307,00001259,true
955,Release,5038
954,Reserve,5038,00001260,true
954,Release,4815
956,Release,4450
960,Reserve,4778,NotCross,true
963,Release,2597
967,Release,4161
952,Reserve,2385,00001261,true
952,Reserve,2128,NotCross,true
952,Release,3557
953,Reserve,2589,00001262,true
953,Release,2573
955,Reserve,5344,00001263,true
955,Release,5081
954,Reserve,5081,00001264,true
954,Release,4855
958,Release,2613
956,Reserve,4140,NotCross,true
952,Reserve,1924,NotCross,true
952,Release,3481
953,Reserve,2593,00001265,true
953,Release,2577
954,Release,4916
963,Release,2854
952,Release,3413
953,Reserve,2336,00001266,true
955,Reserve,5405,00001267,true
955,Release,5148
